State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receiving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
Arizona,Greenlee,Dcs/Chp,Behavioral Health,*,*,1,0,,*,2020,Comprehensive MCO
Arizona,Greenlee,Banner University Family Care,Behavioral Health,*,*,9,0.06407767,26.57575758,*,2020,Comprehensive MCO
Arizona,Greenlee,Care1st,Behavioral Health,0,0,3,,,0,2020,Comprehensive MCO
Arizona,Greenlee,Az Complete Health,Behavioral Health,43,445,12,0.096629213,21.86046512,4:01,2020,Comprehensive MCO
Arizona,Greenlee,United Healthcare,Behavioral Health,*,*,13,0,,*,2020,Comprehensive MCO
Arizona,Greenlee,Molina,Behavioral Health,*,*,3,0.5,105,*,2020,Comprehensive MCO
Arizona,Greenlee,Mercy Care,Behavioral Health,*,*,8,0.5,5,*,2020,Comprehensive MCO
Arizona,Greenlee,Ltc Dd Des,Behavioral Health,*,*,8,0.740740741,155.5,*,2020,Comprehensive MCO
Arizona,Greenlee,Health Choice Arizona,Behavioral Health,*,*,5,0.666666667,2.25,*,2020,Comprehensive MCO
Arizona,Greenlee,Dcs/Chp,Behavioral Health,*,*,3,0.666666667,12.5,*,2021,Comprehensive MCO
Arizona,Greenlee,Care1st,Behavioral Health,*,*,4,0,,*,2021,Comprehensive MCO
Arizona,Greenlee,Az Complete Health,Behavioral Health,47,546,10,0.086080586,14.74468085,5:01,2021,Comprehensive MCO
Arizona,Greenlee,Banner University Family Care,Behavioral Health,43,617,8,0.069692058,27.11627907,6:01,2021,Comprehensive MCO
Arizona,Greenlee,United Healthcare,Behavioral Health,*,*,8,0.166666667,12,*,2021,Comprehensive MCO
Arizona,Greenlee,Molina,Behavioral Health,*,*,2,0,,*,2021,Comprehensive MCO
Arizona,Greenlee,Mercy Care,Behavioral Health,*,*,4,0.5,4.333333333,*,2021,Comprehensive MCO
Arizona,Greenlee,Ltc Dd Des,Behavioral Health,*,*,7,0.666666667,219.85,*,2021,Comprehensive MCO
Arizona,Greenlee,Health Choice Arizona,Behavioral Health,*,*,4,0.157894737,2.333333333,*,2021,Comprehensive MCO
Arizona,Greenlee,Dcs/Chp,Behavioral Health,*,*,3,1,37.5,*,2022,Comprehensive MCO
Arizona,Greenlee,Care1st,Behavioral Health,0,0,1,,,0,2022,Comprehensive MCO
Arizona,Greenlee,Banner University Family Care,Behavioral Health,43,781,9,0.055057618,31.37209302,5:01,2022,Comprehensive MCO
Arizona,Greenlee,Az Complete Health,Behavioral Health,57,706,10,0.080736544,13.57894737,6:01,2022,Comprehensive MCO
Arizona,Greenlee,United Healthcare,Behavioral Health,*,*,9,0,,*,2022,Comprehensive MCO
Arizona,Greenlee,Molina,Behavioral Health,*,*,2,0.333333333,57,*,2022,Comprehensive MCO
Arizona,Greenlee,Mercy Care,Behavioral Health,*,*,4,1,8,*,2022,Comprehensive MCO
Arizona,Greenlee,Ltc Dd Des,Behavioral Health,*,*,9,0.583333333,209.047619,*,2022,Comprehensive MCO
Arizona,Greenlee,Health Choice Arizona,Behavioral Health,*,*,3,0.538461538,17,*,2022,Comprehensive MCO
Arizona,Greenlee,Dcs/Chp,Behavioral Health,*,*,4,0.5,80,*,2023,Comprehensive MCO
Arizona,Greenlee,Care1st,Behavioral Health,*,*,1,0,,*,2023,Comprehensive MCO
Arizona,Greenlee,Banner University Family Care,Behavioral Health,62,971,8,0.063851699,22.80645161,8:01,2023,Comprehensive MCO
Arizona,Greenlee,Az Complete Health,Behavioral Health,64,881,9,0.072644722,26.9375,8:01,2023,Comprehensive MCO
Arizona,Greenlee,United Healthcare,Behavioral Health,*,*,9,0,,*,2023,Comprehensive MCO
Arizona,Greenlee,Molina,Behavioral Health,0,0,1,,,0,2023,Comprehensive MCO
Arizona,Greenlee,Mercy Care,Behavioral Health,*,*,5,0.5,3,*,2023,Comprehensive MCO
Arizona,Greenlee,Ltc Dd Des,Behavioral Health,*,*,6,0.55,208.8181818,*,2023,Comprehensive MCO
Arizona,Greenlee,Health Choice Arizona,Behavioral Health,*,*,4,0.071428571,54,*,2023,Comprehensive MCO
Arizona,Greenlee,Care1st,Behavioral Health,*,*,1,0,,*,2024,Comprehensive MCO
Arizona,Greenlee,Banner University Family Care,Behavioral Health,68,"1,003",6,0.06779661,24.35294118,12:01,2024,Comprehensive MCO
Arizona,Greenlee,Az Complete Health,Behavioral Health,103,"2,031",6,0.050713934,26.2038835,18:01,2024,Comprehensive MCO
Arizona,Greenlee,United Healthcare,Behavioral Health,*,*,6,0.125,10,*,2024,Comprehensive MCO
Arizona,Greenlee,Molina,Behavioral Health,*,*,2,0,,*,2024,Comprehensive MCO
Arizona,Greenlee,Mercy Care,Behavioral Health,*,*,4,0.127272727,86.28571429,*,2024,Comprehensive MCO
Arizona,Greenlee,Ltc Dd Des,Behavioral Health,27,48,6,0.5625,172.6666667,5:01,2024,Comprehensive MCO
Arizona,Greenlee,Health Choice Arizona,Behavioral Health,*,*,2,0,,*,2024,Comprehensive MCO
Arizona,Greenlee,Dcs/Chp,Behavioral Health,*,*,3,0.214285714,67,*,2024,Comprehensive MCO
Arizona,La Paz,United Healthcare,Behavioral Health,*,*,18,0,,*,2020,Comprehensive MCO
Arizona,La Paz,Molina,Behavioral Health,0,0,3,,,0,2020,Comprehensive MCO
Arizona,La Paz,Mercy Care,Behavioral Health,*,*,8,0.533333333,4.875,*,2020,Comprehensive MCO
Arizona,La Paz,Ltc Dd Des,Behavioral Health,13,26,19,0.5,334.8461538,1:02,2020,Comprehensive MCO
Arizona,La Paz,Health Choice Arizona,Behavioral Health,*,*,8,0.058823529,3.5,*,2020,Comprehensive MCO
Arizona,La Paz,Dcs/Chp,Behavioral Health,*,*,2,0.04,13,*,2020,Comprehensive MCO
Arizona,La Paz,Care1st,Behavioral Health,*,*,6,0.055555556,2,*,2020,Comprehensive MCO
Arizona,La Paz,Banner University Family Care,Behavioral Health,90,"1,295",23,0.069498069,32.43333333,4:01,2020,Comprehensive MCO
Arizona,La Paz,Az Complete Health,Behavioral Health,142,"2,071",25,0.06856591,30.64788732,6:01,2020,Comprehensive MCO
Arizona,La Paz,United Healthcare,Behavioral Health,*,*,13,0,,*,2021,Comprehensive MCO
Arizona,La Paz,Molina,Behavioral Health,0,0,2,,,0,2021,Comprehensive MCO
Arizona,La Paz,Mercy Care,Behavioral Health,*,*,7,0.5,8.833333333,*,2021,Comprehensive MCO
Arizona,La Paz,Ltc Dd Des,Behavioral Health,16,36,17,0.444444444,235,1:02,2021,Comprehensive MCO
Arizona,La Paz,Health Choice Arizona,Behavioral Health,*,*,7,0.233333333,8.571428571,*,2021,Comprehensive MCO
Arizona,La Paz,Dcs/Chp,Behavioral Health,*,*,10,0.230769231,7.333333333,*,2021,Comprehensive MCO
Arizona,La Paz,Care1st,Behavioral Health,*,*,4,0.136363636,10.66666667,*,2021,Comprehensive MCO
Arizona,La Paz,Banner University Family Care,Behavioral Health,91,"1,525",21,0.059672131,22.51648352,5:01,2021,Comprehensive MCO
Arizona,La Paz,Az Complete Health,Behavioral Health,180,"2,594",24,0.069390902,31.58888889,8:01,2021,Comprehensive MCO
Arizona,La Paz,United Healthcare,Behavioral Health,*,*,14,0,,*,2022,Comprehensive MCO
Arizona,La Paz,Molina,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Arizona,La Paz,Mercy Care,Behavioral Health,*,*,8,0.514285714,5.833333333,*,2022,Comprehensive MCO
Arizona,La Paz,Ltc Dd Des,Behavioral Health,19,39,16,0.487179487,223.7368421,2:01,2022,Comprehensive MCO
Arizona,La Paz,Health Choice Arizona,Behavioral Health,*,*,4,0.175438596,40.6,*,2022,Comprehensive MCO
Arizona,La Paz,Dcs/Chp,Behavioral Health,*,*,10,0.444444444,4.75,*,2022,Comprehensive MCO
Arizona,La Paz,Care1st,Behavioral Health,*,*,5,0.133333333,6.5,*,2022,Comprehensive MCO
Arizona,La Paz,Banner University Family Care,Behavioral Health,121,"1,711",22,0.070718878,18.50413223,6:01,2022,Comprehensive MCO
Arizona,La Paz,Az Complete Health,Behavioral Health,220,"3,200",25,0.06875,31.48181818,9:01,2022,Comprehensive MCO
Arizona,La Paz,United Healthcare,Behavioral Health,*,*,16,0.055555556,24,*,2023,Comprehensive MCO
Arizona,La Paz,Molina,Behavioral Health,*,*,1,0,,*,2023,Comprehensive MCO
Arizona,La Paz,Mercy Care,Behavioral Health,30,76,11,0.394736842,17.36666667,3:01,2023,Comprehensive MCO
Arizona,La Paz,Ltc Dd Des,Behavioral Health,*,*,15,0.325581395,150,*,2023,Comprehensive MCO
Arizona,La Paz,Health Choice Arizona,Behavioral Health,*,*,9,0.066666667,8,*,2023,Comprehensive MCO
Arizona,La Paz,Dcs/Chp,Behavioral Health,*,*,8,0.666666667,12.5,*,2023,Comprehensive MCO
Arizona,La Paz,Care1st,Behavioral Health,*,*,6,0.384615385,4.7,*,2023,Comprehensive MCO
Arizona,La Paz,Banner University Family Care,Behavioral Health,142,"2,135",19,0.066510539,24.15492958,8:01,2023,Comprehensive MCO
Arizona,La Paz,Az Complete Health,Behavioral Health,289,"4,067",24,0.071059749,31.97231834,13:01,2023,Comprehensive MCO
Arizona,La Paz,United Healthcare,Behavioral Health,*,*,10,0.266666667,15.5,*,2024,Comprehensive MCO
Arizona,La Paz,Molina,Behavioral Health,*,*,1,0,,*,2024,Comprehensive MCO
Arizona,La Paz,Mercy Care,Behavioral Health,31,208,7,0.149038462,17.16129032,5:01,2024,Comprehensive MCO
Arizona,La Paz,Ltc Dd Des,Behavioral Health,20,49,10,0.408163265,131.5,2:01,2024,Comprehensive MCO
Arizona,La Paz,Health Choice Arizona,Behavioral Health,*,*,5,0.133333333,39.25,*,2024,Comprehensive MCO
Arizona,La Paz,Dcs/Chp,Behavioral Health,*,*,8,0.727272727,18.875,*,2024,Comprehensive MCO
Arizona,La Paz,Care1st,Behavioral Health,*,*,6,0.174757282,15.05555556,*,2024,Comprehensive MCO
Arizona,La Paz,Banner University Family Care,Behavioral Health,184,"2,376",16,0.077441077,25.1576087,12:01,2024,Comprehensive MCO
Arizona,La Paz,Az Complete Health,Behavioral Health,372,"7,137",18,0.052122741,26.16666667,21:01,2024,Comprehensive MCO
Arizona,Maricopa,United Healthcare,Behavioral Health,"16,750","172,117",1604,0.097317522,31.39444776,11:01,2020,Comprehensive MCO
Arizona,Maricopa,Phoenix Hp,Behavioral Health,*,*,0,0,,*,2020,Comprehensive MCO
Arizona,Maricopa,Mercy Care,Behavioral Health,"39,194","239,899",1790,0.163377088,58.39360616,22:01,2020,Comprehensive MCO
Arizona,Maricopa,Maricopa Hp,Behavioral Health,*,*,0,0,,*,2020,Comprehensive MCO
Arizona,Maricopa,Ltc Dd Des,Behavioral Health,"9,372","13,739",2263,0.682145717,309.4876227,5:01,2020,Comprehensive MCO
Arizona,Maricopa,Health Choice Arizona,Behavioral Health,"4,626","48,606",1208,0.095173435,36.78145266,4:01,2020,Comprehensive MCO
Arizona,Maricopa,Dcs/Chp,Behavioral Health,44,"3,066",92,0.014350946,22.65909091,1:03,2020,Comprehensive MCO
Arizona,Maricopa,Children's Rehabilitative Services (Crs),Behavioral Health,*,*,0,0,,*,2020,Comprehensive MCO
Arizona,Maricopa,Care1st,Behavioral Health,"5,212","60,529",1244,0.086107486,39.53146585,5:01,2020,Comprehensive MCO
Arizona,Maricopa,Molina,Behavioral Health,"2,387","27,353",939,0.087266479,29.71428571,3:01,2020,Comprehensive MCO
Arizona,Maricopa,Bridgeway Health Solution,Behavioral Health,*,*,0,0,,*,2020,Comprehensive MCO
Arizona,Maricopa,Banner University Family Care,Behavioral Health,"3,737","38,443",1154,0.097208855,30.05298368,4:01,2020,Comprehensive MCO
Arizona,Maricopa,Az Complete Health,Behavioral Health,"4,866","55,599",1285,0.08751956,33.28791615,4:01,2020,Comprehensive MCO
Arizona,Maricopa,United Healthcare,Behavioral Health,"21,326","205,339",1775,0.103857523,29.53408984,13:01,2021,Comprehensive MCO
Arizona,Maricopa,Phoenix Hp,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Arizona,Maricopa,Molina,Behavioral Health,"2,877","29,456",1069,0.097671103,33.9092805,3:01,2021,Comprehensive MCO
Arizona,Maricopa,Mercy Care,Behavioral Health,"49,528","290,249",1985,0.170639692,50.82014214,25:01:00,2021,Comprehensive MCO
Arizona,Maricopa,Maricopa Hp,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Arizona,Maricopa,Ltc Dd Des,Behavioral Health,"13,013","19,059",2493,0.682774542,303.9347576,6:01,2021,Comprehensive MCO
Arizona,Maricopa,Health Choice Arizona,Behavioral Health,"6,173","59,656",1330,0.103476599,35.32625952,5:01,2021,Comprehensive MCO
Arizona,Maricopa,Dcs/Chp,Behavioral Health,"1,269","2,964",620,0.428137652,43.77620173,3:01,2021,Comprehensive MCO
Arizona,Maricopa,Children's Rehabilitative Services (Crs),Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Arizona,Maricopa,Cenpatico,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Arizona,Maricopa,Care1st,Behavioral Health,"5,652","65,595",1232,0.086165104,31.81334041,5:01,2021,Comprehensive MCO
Arizona,Maricopa,Bridgeway Health Solution,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Arizona,Maricopa,Banner University Family Care,Behavioral Health,"5,152","49,008",1261,0.105125694,33.50232919,5:01,2021,Comprehensive MCO
Arizona,Maricopa,Az Complete Health,Behavioral Health,"9,911","136,525",1502,0.072594763,26.06255676,7:01,2021,Comprehensive MCO
Arizona,Maricopa,United Healthcare,Behavioral Health,"25,915","248,108",2034,0.104450481,32.37229404,13:01,2022,Comprehensive MCO
Arizona,Maricopa,Phoenix Hp,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Arizona,Maricopa,Molina,Behavioral Health,"3,315","35,340",1115,0.093803056,34.82986425,3:01,2022,Comprehensive MCO
Arizona,Maricopa,Mercy Care,Behavioral Health,"59,815","352,142",2258,0.169860454,48.71067458,27:01:00,2022,Comprehensive MCO
Arizona,Maricopa,Maricopa Hp,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Arizona,Maricopa,Ltc Dd Des,Behavioral Health,"14,673","21,670",2786,0.677111214,297.4825189,6:01,2022,Comprehensive MCO
Arizona,Maricopa,Health Choice Arizona,Behavioral Health,"7,710","74,169",1346,0.103951786,37.14422827,6:01,2022,Comprehensive MCO
Arizona,Maricopa,Dcs/Chp,Behavioral Health,"2,047","3,775",705,0.542251656,52.36883244,3:01,2022,Comprehensive MCO
Arizona,Maricopa,Children's Rehabilitative Services (Crs),Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Arizona,Maricopa,Care1st,Behavioral Health,218,"1,166",747,0.186963979,21.74311927,1:04,2022,Comprehensive MCO
Arizona,Maricopa,Bridgeway Health Solution,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Arizona,Maricopa,Banner University Family Care,Behavioral Health,"6,859","64,801",1500,0.105847132,36.47018516,5:01,2022,Comprehensive MCO
Arizona,Maricopa,Az Complete Health,Behavioral Health,"15,316","166,590",1800,0.091938292,36.01658396,9:01,2022,Comprehensive MCO
Arizona,Maricopa,United Healthcare,Behavioral Health,"32,754","309,068",2326,0.105976678,33.34279783,15:01,2023,Comprehensive MCO
Arizona,Maricopa,Phoenix Hp,Behavioral Health,*,*,0,0,,*,2023,Comprehensive MCO
Arizona,Maricopa,Molina,Behavioral Health,"4,119","44,366",1211,0.092841365,35.96722505,4:01,2023,Comprehensive MCO
Arizona,Maricopa,Mercy Care,Behavioral Health,"78,203","444,682",2534,0.175862751,50.975359,31:01:00,2023,Comprehensive MCO
Arizona,Maricopa,Maricopa Hp,Behavioral Health,*,*,0,0,,*,2023,Comprehensive MCO
Arizona,Maricopa,Ltc Dd Des,Behavioral Health,"17,205","25,544",2846,0.673543689,274.6663179,7:01,2023,Comprehensive MCO
Arizona,Maricopa,Health Choice Arizona,Behavioral Health,"9,862","93,992",1511,0.104923823,38.34009329,7:01,2023,Comprehensive MCO
Arizona,Maricopa,Dcs/Chp,Behavioral Health,"3,073","4,862",790,0.632044426,55.70029287,4:01,2023,Comprehensive MCO
Arizona,Maricopa,Children's Rehabilitative Services (Crs),Behavioral Health,*,*,0,0,,*,2023,Comprehensive MCO
Arizona,Maricopa,Cenpatico,Behavioral Health,*,*,0,0,,*,2023,Comprehensive MCO
Arizona,Maricopa,Care1st,Behavioral Health,590,"2,533",831,0.232925385,13.7,1:02,2023,Comprehensive MCO
Arizona,Maricopa,Bridgeway Health Solution,Behavioral Health,*,*,0,0,,*,2023,Comprehensive MCO
Arizona,Maricopa,Banner University Family Care,Behavioral Health,"9,723","88,119",1734,0.110339427,35.83317906,6:01,2023,Comprehensive MCO
Arizona,Maricopa,Az Complete Health,Behavioral Health,"20,659","209,116",2075,0.098792058,35.49866886,10:01,2023,Comprehensive MCO
Arizona,Maricopa,United Healthcare,Behavioral Health,"39,541","335,266",2389,0.117939189,33.36073949,17:01,2024,Comprehensive MCO
Arizona,Maricopa,Phoenix Hp,Behavioral Health,*,*,0,0,,*,2024,Comprehensive MCO
Arizona,Maricopa,Molina,Behavioral Health,"5,084","47,322",1249,0.107434174,33.53540519,5:01,2024,Comprehensive MCO
Arizona,Maricopa,Mercy Care,Behavioral Health,"95,243","1,283,898",2746,0.074182684,54.38462669,35:01:00,2024,Comprehensive MCO
Arizona,Maricopa,Maricopa Hp,Behavioral Health,*,*,0,0,,*,2024,Comprehensive MCO
Arizona,Maricopa,Ltc Dd Des,Behavioral Health,"20,510","30,660",3018,0.668949772,259.8411994,7:01,2024,Comprehensive MCO
Arizona,Maricopa,Health Choice Arizona,Behavioral Health,"12,922","108,275",1579,0.119344262,40.8544343,9:01,2024,Comprehensive MCO
Arizona,Maricopa,Dcs/Chp,Behavioral Health,"5,411","7,954",800,0.680286648,53.36592127,7:01,2024,Comprehensive MCO
Arizona,Maricopa,Children's Rehabilitative Services (Crs),Behavioral Health,*,*,0,0,,*,2024,Comprehensive MCO
Arizona,Maricopa,Cenpatico,Behavioral Health,*,*,0,0,,*,2024,Comprehensive MCO
Arizona,Maricopa,Care1st,Behavioral Health,846,"5,582",718,0.151558581,18.60638298,2:01,2024,Comprehensive MCO
Arizona,Maricopa,Bridgeway Health Solution,Behavioral Health,*,*,0,0,,*,2024,Comprehensive MCO
Arizona,Maricopa,Banner University Family Care,Behavioral Health,"12,815","101,232",1860,0.126590406,38.19500585,7:01,2024,Comprehensive MCO
Arizona,Maricopa,Az Complete Health,Behavioral Health,"25,576","226,684",2190,0.112826666,37.12922271,12:01,2024,Comprehensive MCO
Arizona,Mohave,United Healthcare,Behavioral Health,86,957,77,0.089864159,15.87209302,2:01,2020,Comprehensive MCO
Arizona,Mohave,Molina,Behavioral Health,*,*,36,0.222222222,13.5,*,2020,Comprehensive MCO
Arizona,Mohave,Ltc Dd Des,Behavioral Health,319,467,130,0.683083512,297.7899687,3:01,2020,Comprehensive MCO
Arizona,Mohave,Health Choice Arizona,Behavioral Health,"3,811","29,289",111,0.130117109,43.67095251,35:01:00,2020,Comprehensive MCO
Arizona,Mohave,Dcs/Chp,Behavioral Health,*,*,4,0.007751938,2.5,*,2020,Comprehensive MCO
Arizona,Mohave,Care1st,Behavioral Health,"1,332","13,550",107,0.098302583,42.98048048,13:01,2020,Comprehensive MCO
Arizona,Mohave,Mercy Care,Behavioral Health,35,128,64,0.2734375,18.2,1:02,2020,Comprehensive MCO
Arizona,Mohave,Banner University Family Care,Behavioral Health,*,*,43,0.02739726,11.5,*,2020,Comprehensive MCO
Arizona,Mohave,Az Complete Health,Behavioral Health,*,*,70,0.25,19.27777778,*,2020,Comprehensive MCO
Arizona,Mohave,Phoenix Hp,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Arizona,Mohave,Molina,Behavioral Health,*,*,40,0.25,1,*,2021,Comprehensive MCO
Arizona,Mohave,United Healthcare,Behavioral Health,88,946,94,0.093023256,16.94318182,1:02,2021,Comprehensive MCO
Arizona,Mohave,Mercy Care,Behavioral Health,125,185,76,0.675675676,8.352,2:01,2021,Comprehensive MCO
Arizona,Mohave,Ltc Dd Des,Behavioral Health,386,564,136,0.684397163,306.3238342,3:01,2021,Comprehensive MCO
Arizona,Mohave,Health Choice Arizona,Behavioral Health,"4,580","34,683",119,0.132053167,42.39868996,39:01:00,2021,Comprehensive MCO
Arizona,Mohave,Dcs/Chp,Behavioral Health,110,242,50,0.454545455,35.62727273,3:01,2021,Comprehensive MCO
Arizona,Mohave,Care1st,Behavioral Health,"1,646","15,926",108,0.103353008,39.2126367,16:01,2021,Comprehensive MCO
Arizona,Mohave,Banner University Family Care,Behavioral Health,*,*,60,0.078947368,62.16666667,*,2021,Comprehensive MCO
Arizona,Mohave,Az Complete Health,Behavioral Health,*,*,82,0.284210526,29.92592593,*,2021,Comprehensive MCO
Arizona,Mohave,United Healthcare,Behavioral Health,87,928,88,0.09375,23.03448276,1:02,2022,Comprehensive MCO
Arizona,Mohave,Molina,Behavioral Health,*,*,32,0.333333333,5.25,*,2022,Comprehensive MCO
Arizona,Mohave,Mercy Care,Behavioral Health,170,264,76,0.643939394,9.705882353,3:01,2022,Comprehensive MCO
Arizona,Mohave,Maricopa Hp,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Arizona,Mohave,Ltc Dd Des,Behavioral Health,427,640,124,0.6671875,302.0679157,4:01,2022,Comprehensive MCO
Arizona,Mohave,Health Choice Arizona,Behavioral Health,"5,294","41,556",105,0.127394359,40.0328674,51:01:00,2022,Comprehensive MCO
Arizona,Mohave,Dcs/Chp,Behavioral Health,203,319,45,0.636363636,32.20689655,5:01,2022,Comprehensive MCO
Arizona,Mohave,Care1st,Behavioral Health,"3,170","22,064",102,0.143672951,32.01640379,32:01:00,2022,Comprehensive MCO
Arizona,Mohave,Banner University Family Care,Behavioral Health,*,*,54,0.089108911,15,*,2022,Comprehensive MCO
